feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Thymidine	IIRN_Flare	never_flared	2.56369472920077	0.531307001416401	210	186	2.14443443449316e-05	0.0256045471478484
Oleic.acid	IIRN_Flare	never_flared	1.32723468512995	0.291486247316391	210	210	4.70172537266733e-05	0.028069300474824
X2.Acetamido.2.Deoxy.Beta.D.Glucosylamine	Age	Age	-0.875884207224851	0.230587564705069	210	204	0.000571385357924741	0.0974620167660201
Benzyl.Alcohol	IIRN_Flare	never_flared	2.23593708400558	0.588898759700017	210	190	0.000470716591671509	0.0974620167660201
cis.10.Nonadecenoic.acid	IIRN_Flare	never_flared	0.910359278441825	0.257848726126687	210	201	0.00051198873422905	0.0974620167660201
Sarcosine	Gender	Male	-0.805641926598784	0.22345825451343	210	177	0.000391478483233427	0.0974620167660201
Succinic.Acid	IIRN_Flare	never_flared	-1.65470349808554	0.417552041588098	210	210	0.000298247053679279	0.0974620167660201
Trimethyllysine	IIRN_Flare	never_flared	-1.39511245141761	0.382665871060232	210	210	0.000755189128266786	0.112711977393818
N.Acetylmethionine	Gender	Male	-0.77005288750158	0.21451411385892	210	209	0.000981148115155737	0.121347892844894
Raffinose	IIRN_Flare	never_flared	-1.14995375777363	0.321275643464129	210	209	0.00101631401042625	0.121347892844894
cis.11.Eicosenoic.acid	IIRN_Flare	never_flared	1.0128239551433	0.288925186160458	210	210	0.00116205443838063	0.125603124944681
Dimethylarginine	Gender	Male	1.34837512095109	0.388473103883004	210	209	0.0013675382112905	0.125603124944681
N.Acetylneuraminate	Age	Age	-0.51635163108478	0.148936373667	210	210	0.00136120078140698	0.125603124944681
Pentadecanoic.acid	IIRN_Flare	never_flared	1.06587585124576	0.313729414970643	210	210	0.00160836425046276	0.137170493932324
X14.Methylhexadecanoic.acid	IIRN_Flare	never_flared	0.699504992430893	0.215702833371408	210	210	0.00241120088964798	0.145244071848095
Creatine	IIRN_Flare	never_flared	-1.87952484351661	0.578679987103123	210	210	0.00234514091892935	0.145244071848095
D.Sedoheptulose	IIRN_Flare	never_flared	-1.12656921230357	0.344800788807397	210	171	0.00211799596871077	0.145244071848095
Methylguanidine	IIRN_Flare	never_flared	1.36578082725312	0.42670209473637	210	140	0.00243289902593125	0.145244071848095
Methylmalonate	Gender	Male	-0.289448054706984	0.0934134076556523	210	210	0.00221733558799791	0.145244071848095
Taurine	IIRN_Flare	never_flared	-3.12577894125392	0.94382639998307	210	207	0.00196761847095371	0.145244071848095
X3.Hydroxybenzyl.Alcohol	Gender	Male	-0.498394644592656	0.163037188652855	210	210	0.00409680914130378	0.146378216616519
X5.Deoxyadenosine	IIRN_Flare	never_flared	0.88447313635154	0.282525639264831	210	208	0.00319673703713171	0.146378216616519
Allothreonine	Gender	Male	-0.616651241616686	0.194560317043978	210	193	0.00370852646517532	0.146378216616519
aminoadipate	Age	Age	-0.319465047468687	0.102525943202302	210	210	0.00359213191336606	0.146378216616519
Epinephrine	Gender	Male	-0.622324755253001	0.197634752532225	210	193	0.00332678437785811	0.146378216616519
Kynurenate	IIRN_Flare	never_flared	1.08610272550906	0.356919056803933	210	203	0.00401514206344694	0.146378216616519
Malonate	IIRN_Flare	never_flared	-0.625504816857668	0.198813861243488	210	210	0.00295137001143487	0.146378216616519
Methylarginine	Gender	Male	0.909113456699267	0.28578950404345	210	174	0.00323793648072767	0.146378216616519
Palmitoleic.acid	IIRN_Flare	never_flared	0.712931336495385	0.233322186438626	210	210	0.0039187978558348	0.146378216616519
Pentanoate	IIRN_Flare	never_flared	1.02979867168965	0.339165665585311	210	210	0.00416822392375348	0.146378216616519
Phosphoserine	Age	Age	-0.875507845383471	0.279838802575372	210	109	0.00360348122264343	0.146378216616519
Stachyose	IIRN_Flare	never_flared	-1.7478826466968	0.55176462977147	210	135	0.00281319344596609	0.146378216616519
Thymine	Gender	Male	0.686626595432706	0.230278102532783	210	206	0.00321336242222053	0.146378216616519
Trimethyllysine	Gender	Male	0.996938276389677	0.320366892419969	210	210	0.00362430584721674	0.146378216616519
Cis.4.Hydroxy.D.Proline	Gender	Male	0.686353964325926	0.224565634260052	210	210	0.00449908598222011	0.153483104650595
Adenosine.Diphosphate.Ribose	Age	Age	-0.357961917239933	0.126024774339224	210	113	0.00495991682841932	0.164503908142574
Arachidonic.acid	Age	Age	-0.448621990179475	0.154002151835868	210	187	0.00613593919036352	0.171539141640578
