Feature,SampleID_1,SampleID_10,SampleID_100,SampleID_101,SampleID_102,SampleID_103,SampleID_104,SampleID_105,SampleID_11,SampleID_110,SampleID_112,SampleID_113,SampleID_142,SampleID_144,SampleID_148,SampleID_154,SampleID_17,SampleID_18,SampleID_2,SampleID_20,SampleID_207,SampleID_210,SampleID_211,SampleID_213,SampleID_217,SampleID_219,SampleID_220,SampleID_225,SampleID_227,SampleID_228,SampleID_231,SampleID_232,SampleID_233,SampleID_235,SampleID_236,SampleID_24,SampleID_240,SampleID_241,SampleID_243,SampleID_248,SampleID_249,SampleID_25,SampleID_250,SampleID_256,SampleID_258,SampleID_262,SampleID_264,SampleID_265,SampleID_272,SampleID_274,SampleID_28,SampleID_286,SampleID_29,SampleID_293,SampleID_294,SampleID_297,SampleID_298,SampleID_3,SampleID_301,SampleID_304,SampleID_305,SampleID_308,SampleID_311,SampleID_312,SampleID_315,SampleID_317,SampleID_319,SampleID_323,SampleID_326,SampleID_33,SampleID_333,SampleID_334,SampleID_335,SampleID_337,SampleID_338,SampleID_339,SampleID_340,SampleID_343,SampleID_344,SampleID_354,SampleID_358,SampleID_363,SampleID_364,SampleID_365,SampleID_367,SampleID_368,SampleID_371,SampleID_373,SampleID_378,SampleID_379,SampleID_380,SampleID_383,SampleID_384,SampleID_386,SampleID_387,SampleID_39,SampleID_4,SampleID_40,SampleID_41,SampleID_44,SampleID_45,SampleID_46,SampleID_47,SampleID_49,SampleID_5,SampleID_50,SampleID_52,SampleID_55,SampleID_56,SampleID_59,SampleID_6,SampleID_62,SampleID_63,SampleID_64,SampleID_68,SampleID_69,SampleID_70,SampleID_72,SampleID_77,SampleID_78,SampleID_8,SampleID_82,SampleID_85,SampleID_88,SampleID_90,SampleID_91,SampleID_93,SampleID_94,SampleID_97,SampleID_98,SampleID_116,SampleID_136,SampleID_137,SampleID_140,SampleID_141,SampleID_143,SampleID_242,SampleID_328
"Alpha,alpha-phosphotrehalase",0.9989,1.1805,2.6675,0.7309,1.8185,1.8055,1.8765,2.2495,1.1074,0.2108,0.3608,0.3592,6.6605,3.7348,10.1759,1.2962,2.6636,1.742,0.0826,0.4348,0.0241,0.3919,0,1.0665,2.7662,0.1779,1.4588,3.2423,0.8502,1.7797,0.9372,0.2518,2.5447,1.2177,0.812,0.8528,7.5733,2.9055,1.5146,3.7175,0.6436,0.3513,2.6871,2.1926,5.2603,0.6518,0.1762,1.7254,1.0756,2.4684,1.8518,1.5483,2.4817,0.2422,2.1495,0.9103,3.738,0.4252,1.5769,1.3627,0.9421,0.452,1.966,0.6209,0.8786,0.5271,1.2189,2.907,1.6681,1.9461,0.7511,0.2332,1.0813,0.5605,0.9962,8.2031,1.5047,0.5817,0.3128,0.959,4.0074,5.1433,1.3568,1.4124,1.2667,0.027,1.3492,0.2749,1.439,0.2147,1.2666,2.367,0.5386,6.7513,0.0492,0.1423,0.2053,0.9429,0.1324,4.5299,2.2168,0.7623,2.244,1.4473,0.7271,0.5709,1.0747,1.1965,0.7773,1.177,0.6479,3.3624,1.7609,8.9804,0.3146,1.4208,0.768,1.7282,0.4847,1.2081,1.7224,0.6654,0.8484,4.3137,0.5583,0.6739,2.421,0.8097,0.331,4.855,3.2234,1.2649,1.7739,0.5008,0.8399,0.5303,2.1361,1.453
Acyl phosphate:glycerol-3-phosphate acyltransferase,0,0,0,0.0081,0.1589,0.0498,0.0311,0.0991,0,0,0.0531,0,0,0,0.0156,0,0,0,0.0094,0.0142,0,0,0,0.0247,0,0,0,0,0,0,0,0,0.1114,0,0,0,0.6662,0,0.0909,0,0,0,0,0.0699,0,0,0,0.0319,0,0.1736,0,0,0,0,0,0,0,0,0,0.0054,0,0,0,0.127,0,0.0554,0.0403,0.0387,0,0,0,0.0729,0,0,0,0,0,0.1648,0,0,0,0.0597,0,0,0,0,0,0,0,0,0,0.0237,0,0,0,0,0,0.6294,0.0378,0,0,0,0,0,0,0.0188,0.027,0,0,0.0048,0,0,0,0.0338,0,0,0,0,0,0,0,0,0,0.0643,0,0,0,0,0,0,0,0,0.033,0,0.2941,0.215,0,0.0528
Deoxyguanosine kinase,0,0,0,0,0,0,0,0,0,0,0,0,1.3757,0.2561,0.983,0.0447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1213,0,0,0,0.0384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8561,0,0,0,0,0,0,0,0,0.0401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066,0
2-oxo-3-hexenedioate decarboxylase,0,0,0.937,0,0,0,0,0,0.0836,0,0.0626,0,1.2604,0.2696,0.773,0.148,0,0,0,0,0,0.0132,0,0,0,0,0,0,0,0.0059,0,0,0.5192,0,0,0,0,0,0.0661,0,0,0,0,0.397,0.0555,0,0,0.3818,0,0.0158,0,0,0,0,0,0.0054,0.0041,0.1101,0,0,0,0.3086,0,0.0048,0,0,0.0467,0.029,0,0.0363,0,0,0,0,0,0.0345,0,0.0193,0,0,0,0.0103,0,0.0563,0,0,0,0,0.0549,0,0,0,0,0.4082,0,0,0,0.0809,0,0,0,0,0.0202,0,0.0557,0.1262,0.0127,0,0,0.0089,0.2143,0,0,0,0,0,0.0036,0,0,0,0,0,0.0154,0,0,0.0424,0.0393,0.3231,0.0089,0,0,0,0,0,0,0,0,0.2488
Transferred entry 1.2.7.4,3.5406,1.7739,0.2146,2.3123,1.0019,0.3682,0.5176,1.1096,2.1962,1.2079,4.0489,1.0837,2.4724,1.1167,0,5.461,1.0104,0.792,1.2892,7.7891,1.7601,2.6933,0.3609,1.1961,1.0695,3.5966,1.8048,1.9828,0.1986,1.2966,0.5283,2.1303,0.0973,1.9274,2.6853,0.2899,0.8487,0.7077,0.1425,2.4543,1.5211,2.3773,3.5421,1.2903,1.398,4.2227,0.9956,1.3017,0.4999,2.6722,2.51,4.1812,1.2838,0.2988,0.8492,6.8322,0.8881,0.9338,4.8122,0.3108,0.673,0.5914,1.111,6.3058,1.6162,4.1755,2.9767,2.9349,1.7924,3.5288,2.4425,1.1469,0.4127,11.1326,0.6936,1.1338,0.6251,2.8825,0.9967,1.4779,2.8227,3.4467,8.1763,5.5985,2.1581,1.796,0.8638,0.6439,1.0934,1.7915,0.8829,0.5173,0.8281,0.2197,2.1875,0,0.4264,1.3303,1.7797,0.1865,1.0569,1.8214,1.1167,1.7383,0.3483,0.3307,1.5622,4.3163,0.8702,1.0094,1.4485,2.3279,0.3552,0.0025,1.4745,2.8509,7.2199,0.2135,1.4754,2.3818,1.488,2.5052,3.5931,3.6732,3.3261,1.2003,0.881,1.7023,1.8668,0.8945,1.4532,0.5965,1.8734,6.9478,5.0028,2.4848,2.1084,3.9812
Transferred entry 1.17.1.9,10.0815,0.5366,0.948,0.9817,0.5355,0.4603,1.4441,0.825,0.4917,0.3564,0.3849,0.1678,1.8849,1.2473,2.4052,0.5804,0.8291,0.79,0.9974,1.0241,1.1676,0.8678,0.2777,0.4138,0.9939,0.4911,2.244,0.9333,0.2547,0.5411,0.5557,0.7467,1.2789,0.1708,0.3333,0.1972,0.1665,0.2627,0.7252,0.6197,0.2247,0.0852,1.4563,0.9549,1.9228,0.9775,0.7033,4.896,0.2401,0.7496,1.6451,0.3732,1.0787,0.45,0.0723,0.484,4.3683,0.8996,0.9896,0.1113,0.8186,0.176,1.1199,1.0178,0.4016,0.3392,0.9585,1.1944,0.36,0.4652,0.877,0.2367,0.3246,0.529,0.1111,1.2728,0.6569,0.6228,0.0107,0.6896,0.2849,0.2573,1.323,0.6994,0.4418,0.6474,1.5597,0.4026,2.3265,0.3686,0.4758,2.3406,0.207,2.5938,0.2769,0.0892,0.4368,0.5652,0.5644,1.3999,0.1394,0.3815,0.8524,0.8517,1.2041,0.2663,0.8653,0.8931,1.331,0.344,1.8667,2.327,0.8377,2.978,0.5361,0.4224,0.398,0.2339,0.5282,0.1356,1.2701,0.2763,0.4656,1.31,1.6267,1.3941,0.1226,1.8227,0.2283,1.4034,2.6072,0.8127,1.3865,0.1033,0.7238,0.8974,0.5651,0.9844
Histidine kinase,309.587,295.517,243.221,268.251,173.273,257.157,165.526,218.609,202.511,183.594,293.713,292.225,268.5,295.058,249.581,329.661,247.228,249.722,282.91,308.171,288.608,244.436,181.431,214.948,273.839,168.688,280.391,267.45,259.613,277.333,262.519,243.903,291.938,273.913,148.656,157.326,227.723,236.982,262.609,277.871,245.336,216.704,303.291,308.557,285.741,282.895,213.165,234.63,236.368,250.136,293.006,274.707,276.034,166.974,203.717,254.681,253.096,261.71,268.875,337.325,254.067,211.97,285.112,330.638,289.492,266.223,314.939,257.599,328.3399,302.098,269.964,282.715,290.58,339.959,273.378,293.592,271.699,284.675,163.271,260.691,273.816,235.401,316.808,281.405,146.109,288.2,232.261,181.798,284.136,131.83,335.101,220.703,286.974,261.916,316.782,127.494,235.8,184.42,191.353,272.595,300.719,281.411,308.132,278.004,186.938,332.69,310.635,317.605,176.621,194.953,216.296,279.15,242.793,250.926,292.961,279.874,276.644,244.867,316.706,269.388,278.669,305.597,212.098,265.921,259.346,223.988,231.772,259.789,238.732,287.844,225.447,157.1,241.165,277.771,266.139,216.683,324.403,300.149
S-methyl-5-thioribose kinase,0.503,0.507,0.3833,0.2818,0.0673,0.2842,0.1812,0.0247,1.3719,1.001,0.0551,0.2239,1.1765,0.2148,0.0706,1.0917,0.2024,0.5875,0.5491,0,0.3266,0.6288,0.3889,0.0993,1.5566,0.6019,2.009,0.0325,0.2457,0.358,0.1001,0.3994,1.0473,0.3845,0,0.4,0.1862,0.2734,0.5787,1.5011,0.0744,0.5203,0.0825,1.0954,0.4236,1.0545,0.2658,0.8559,0.2103,0.3828,0.1003,0.803,0.4414,0.2824,0.1088,0.3403,1.7107,0.3928,0,0.1001,0.2678,0.1151,0.7311,0.8748,0.2541,0.1806,0.8871,0.0509,0.1403,0.1414,0.2029,0.4273,0.4043,0,0.0982,0.4751,0.3612,0.6025,0,0.5208,0.0983,0.1894,0.1101,0.4908,1.1106,0.845,0.8996,0.1178,0.3224,0.2753,0.2173,0.2577,0.2112,0.6035,0.0723,0,0.3184,0,0.0372,0.0699,0.0501,0.3295,0.2792,0.1147,0.0187,0.3187,0.2186,0.1398,0.0698,0.083,1.7388,0.0123,0.0891,0.0082,0.0572,0.4261,0.1889,0.508,0,0.3493,0.205,0.3419,0.0976,0.5614,0.9495,0.8138,0.2757,1.6275,0.5607,2.2494,0.1709,0.2288,0.2416,0,0.0828,0.055,0.4172,0.4213
Transferred entry 7.3.2.3,4.4003,3.3064,5.2462,4.6269,2.0617,3.7825,2.8128,4.5553,3.2448,3.3659,5.296,4.152,5.1645,10.3202,4.3584,3.5156,4.1316,3.4055,5.5439,3.5058,4.9483,4.6073,2.3511,3.5544,4.7399,2.4388,4.2651,10.3641,2.9652,6.4555,3.1866,4.6278,5.7146,2.8276,6.7365,1.1129,3.1953,2.7455,2.9876,5.3302,4.8634,5.6144,8.129,5.4078,5.6548,6.0333,2.844,8.5872,3.8024,4.4188,10.2075,4.2386,5.4287,1.7731,3.3082,1.3612,9.8811,3.8995,5.5205,1.3399,3.574,2.7024,3.2161,12.6672,5.2114,4.3639,8.2488,6.4664,6.0669,5.8412,9.13,2.1905,2.8518,13.7754,4.9434,3.1798,5.011,4.097,2.2681,1.6003,4.137,2.0402,5.4502,7.8123,2.5733,4.6553,2.7647,2.4152,3.9288,0.8014,6.5515,1.9841,3.8046,7.359,4.6015,1.8144,2.8427,16.2145,4.0793,4.3651,3.7549,4.5697,2.1447,5.6466,1.6557,5.5622,5.339,6.3914,1.5476,2.8681,4.0887,4.9441,4.3613,8.9326,4.934,6.001,6.5722,1.4945,8.7299,2.7131,2.5279,6.1495,4.6047,7.6765,8.53,4.6059,3.0248,5.1906,5.0625,1.8801,3.295,1.2675,2.9982,7.9127,11.6226,6.6595,5.1452,6.9434
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",11.1562,14.956,17.9874,12.5648,19.4992,14.0942,14.3173,15.0156,25.9649,20.2985,11.0365,21.889,10.2348,16.2321,10.319,16.1347,10.8332,14.5846,17.5938,8.6106,15.5167,16.7133,21.036,18.5732,18.633,17.6387,15.2665,14.5192,19.0419,14.9613,15.0188,17.0971,14.6967,16.8456,9.1046,15.6091,23.7901,18.1387,17.4178,12.2563,18.3241,9.7847,17.6251,18.4034,11.6625,12.2217,18.2374,9.6726,16.9457,12.0754,17.2141,15.9172,17.0574,16.407,20.9858,9.5448,11.2719,15.6075,16.9478,15.3966,15.2583,24.3475,17.665,18.7401,15.5538,13.4189,14.7481,14.1034,11.3371,15.7964,15.1776,13.0527,15.512,17.3145,15.1642,11.1966,21.3825,15.8851,14.1514,18.17,10.6451,9.9594,9.0691,12.4336,24.1835,13.4943,18.3627,19.5341,16.3142,16.6202,15.1199,15.4164,15.7334,12.9807,16.0537,23.5822,16.0061,8.067,15.2687,14.4086,19.2676,16.8416,15.3523,13.0486,10.1942,16.9826,16.6072,13.955,21.1882,18.738,17.8674,9.6995,12.2222,10.6923,15.1895,15.0001,12.2931,22.3277,12.0014,12.2018,8.2747,17.9168,17.1672,8.5921,14.8725,20.254,23.7096,20.1075,20.3659,12.4602,12.9418,14.7536,19.0504,17.3314,18.7027,20.1246,17.871,14.9739
Beta-fructofuranosidase,11.4345,3.7264,3.7212,7.837,2.2204,4.5449,3.1968,11.1956,2.8292,1.5352,9.7154,3.8604,15.4347,6.4861,7.3444,8.9532,10.2554,7.1591,6.2326,12.5257,7.0485,4.1075,2.9156,4.7647,3.3776,2.2293,4.4538,10.7653,2.8679,7.5045,4.4517,9.6245,4.7446,2.7611,7.823,0.9971,10.7436,5.6098,4.8868,6.7081,10.6441,3.2286,13.8805,4.5408,6.2677,8.1642,10.5524,7.1754,4.3378,8.8979,12.3304,7.9807,4.3221,1.9913,5.5004,2.0293,4.9979,5.1827,10.7002,9.0467,3.9816,3.9538,4.5297,13.5431,3.3542,7.7575,10.6051,9.0495,22.0737,10.0021,5.822,2.3215,3.3184,19.7842,6.1795,14.4138,8.6859,5.8557,3.6027,1.8561,10.2533,4.8142,10.1084,9.4328,3.2428,6.8884,3.8127,2.949,12.4325,1.0766,2.9428,6.5283,5.1552,6.7822,7.0057,2.7528,3.244,22.7745,5.0328,0.7723,5.4574,4.0956,2.27,8.8179,1.9704,9.3106,6.687,9.0061,3.2766,6.797,2.7892,10.111,6.124,6.2527,6.8344,8.5986,9.4141,3.5633,19.4087,5.4021,7.8252,5.3483,8.4856,9.1245,9.6443,5.5971,2.7861,3.9486,5.9789,12.4186,5.2766,2.2169,11.4689,15.8056,15.1115,9.1407,8.5664,11.5707
Chondroitin-sulfate-ABC exolyase,0.1211,0.0543,0.4998,0.2336,0.3105,0.253,0.0623,0.0289,0,0.0656,0,0.0434,0,0.0995,0,0,0.1931,0.4146,0.3628,0.044,0.417,0.284,0,0.0537,0.0453,0.1633,0.0414,0.0938,0,0.1362,0.5424,0.2937,0.2451,0.1419,0,0.2091,0.0968,0.0512,0.0456,1.5249,0.0442,0,0.0635,0.1406,0.183,0,0.2366,0.0255,0.2876,0.0951,0.0313,0,0.0416,0.3216,0.2903,0.1883,0.1351,0.4819,0.0457,0,0.6886,0.0684,0.8326,0.1755,0.2508,0,0.0498,0.104,0,0.2086,0.4786,0.0422,0.9913,0,0.1844,0.0163,0.0195,0.1725,0,0.0412,0.0478,0.1385,0,0.0205,0.0417,0.1913,0.1394,0,0.3237,0.1053,0.3379,0.0404,0.5846,0,0.9937,0.1642,0.5222,0,0.0261,0,0,0,0,0.1189,0.4899,0.1178,0.3156,0.1485,0,0.0719,0.4112,0.1632,0.3199,0,0.1554,0.3291,0.4812,0.1695,0,0.2886,0,0.8925,0.0763,0,0.0541,0.5253,0.3213,0.2931,0.2641,0.5706,0.047,0.0302,0.0404,0,0.0406,0.018,0.1103,0.0733
2'-dehydrokanamycin reductase,0.0597,0.0778,0.2897,0.0664,0.2787,0.1143,0.0355,0,0,0.05,0,0.0426,0,0.0862,0,0,0.1064,0.1812,0.1237,0,0.2305,0.0959,0,0.0235,0.0773,0.0869,0.0642,0,0,0.2238,0.4645,0.2064,0.0785,0.0865,0,0.1054,0.1183,0.0312,0,0.6958,0.0547,0,0.0204,0.0584,0.1187,0,0.1468,0.0392,0.2135,0.0338,0.0416,0,0,0.3123,0.1124,0.0542,0.0393,0.1578,0.0298,0.0168,0.4606,0.0209,0.6503,0.1604,0.0579,0,0.0138,0.0654,0,0.1282,0.1627,0.2026,0.4469,0,0.2024,0.0248,0.0162,0.0433,0,0.0557,0.0435,0.0547,0,0.018,0.023,0.0976,0.0535,0,0.2005,0.0703,0.1988,0.0862,0.458,0,0.4104,0.1235,0.226,0,0.0226,0,0,0,0.1593,0.1237,0.2944,0.1879,0.2141,0.1133,0.0292,0.0425,0.3247,0.1039,0.1361,0,0.0788,0.1288,0.0839,0.1873,0,0.1722,0.0366,0.5631,0.0494,0,0.0413,0.4332,0.1289,0.1815,0.1717,0.1449,0.0265,0,0.0406,0,0,0.011,0.0776,0.0328
Gellan lyase,0,0,0.2004,0.0502,0.2223,0.0814,0.0592,0,0,0.0463,0,0.0275,0,0.1044,0,0,0.1504,0.174,0,0,0.2319,0,0,0.0245,0.0676,0.1025,0.0357,0.0277,0.0179,0.0438,0.438,0.1816,0.1208,0.101,0,0.0946,0.1184,0.0557,0,0.5398,0.0234,0,0,0.0745,0.0671,0,0.1532,0,0.1848,0,0.032,0.0318,0,0.2622,0.106,0.0694,0.0122,0,0,0.0312,0.4581,0.0439,0.5408,0.1614,0.1222,0.0657,0,0.0386,0,0.0839,0.0502,0.13,0.4563,0,0.1397,0.011,0.0085,0.0536,0,0.0324,0.0224,0.0211,0,0,0.0267,0.0733,0.1887,0,0.1459,0.0813,0.1835,0,0.4223,0,0.5886,0.0741,0,0,0.0067,0.0252,0,0,0,0.0631,0.1682,0.1092,0.1975,0.1231,0,0.0342,0.2456,0.11,0.1996,0,0.049,0.1263,0.1202,0.0517,0,0.1866,0,0.5686,0.0351,0,0.0343,0.4506,0.2563,0.1419,0.1228,0.2139,0.074,0,0,0,0,0,0,0.0235
Transferred entry 7.3.2.2,0.7553,0.7061,0.9012,0.5186,1.2958,0.259,2.1637,3.2228,2.0446,5.7832,0.6068,2.4014,1.5969,0.4848,0.0408,0.1128,3.3089,0.9184,0.4531,0.1718,0.6683,1.0082,1.3839,4.0509,1.4966,1.2211,3.8506,4.854,1.9098,2.6678,1.7587,1.0158,0.8709,1.5749,0.3348,0.6036,1.79,2.6571,0.8377,3.3133,2.779,8.6533,0.4093,2.318,0.4093,1.0789,1.2425,4.8111,1.7736,0.2536,4.0593,2.8611,1.026,0.2592,1.156,1.0074,7.4742,0.3985,0.8213,0.3948,2.3725,2.265,1.1616,1.2588,1.3496,0.5069,1.6425,1.0206,6.8016,0.194,7.6816,2.8262,0.9814,0.3162,1.1223,3.1258,2.7844,0.3172,0.3706,1.82,1.1407,0.1826,2.2309,0.6917,1.8089,1.7354,0.955,1.638,2.2016,0.7305,2.4743,4.5949,1.0419,0.3192,1.6111,1.6939,0.2416,25.7824,3.1793,0.6707,1.366,3.6323,1.2365,2.9119,0.3623,0.5232,0.5982,1.8557,0.2286,0.5233,2.2474,3.1682,2.0559,5e-4,0.4013,0.1014,0.0708,0.7823,8.776,0.9523,0.7896,1.2642,1.8393,3.7117,2.9389,0.541,1.6404,4.0931,2.629,0.421,0.4503,0.5072,2.1248,0.5511,0.0957,0.5687,1.5373000000000001,1.4812
Heparin-sulfate lyase,0.8002,0.813,1.2816,0.6309,0.2687,2.6711,0.076,0,0,0.1374,0.0422,0.4363,0.0478,1.0301,0,0,2.0577,3.9726,1.0542,0.2691,2.7109,0.4289,0.1716,0.4656,4.3156,0.1349,0.3588,0,0.735,0.1481,1.1079,0.8879,2.7381,0.0414,0,1.0904,0,0.6362,0.429,1.4053,0.0391,0,0.2738,0.1932,0.6112,0.137,0.5671,0.4079,1.2788,0.5817,0.048,0,1.0497,0.12,0.3833,0.0806,0.0208,2.4535,0.9518,0.0238,1.3925,0.3504,1.4134,0.1563,2.1011,0.1442,0.4789,1.3382,0,0.8714,0.3983,0.2062,1.43,0,1.0711,0.0461,0.3401,1.5517,0,0,0.9501,0.4579,0,0.4846,0.6433,0.4961,1.4337,0.2128,0.3359,0.125,0.1943,0.2638,0.8278,0.0426,0.4915,0.841,1.281,0.4014,0.1885,0.0406,0.0371,0,0.3367,0,0.3168,0,1.6376,0.459,0.02,0.1157,0.4953,0.2084,0.3356,0,1.2237,0.3731,0.1394,2.5018,0,0.1877,0,0.6201,0.0939,0,0.0521,0.6547,0.5214,0.6865,3.4812,0.3905,0.1834,0.1885,0.1116,0.0623,0.0554,0.2495,2.3991,0.7488
"1,4-N-acetyl-D-galactosaminyltransferase",0.0592,0.0522,0.2995,0.5127,0,0.1012,0,0,0,0,0,0,0,0,0,0,0.9649,1.4634,0.1196,0.233,0,0.2926,0,0.0411,1.2873000000000001,0,0.3779,0,0,0,0,0,0.1248,0,0,1.0356,0,0.1508,0,0.0112,0,0,0.0347,0,0.2356,0.149,0,0,0,0.0349,0,0,0.2897,0,0,0,0,0.1655,0.0589,0.04,0.505,0,0.0396,0.0182,0.0703,0,0,0,0,0.792,0,0,0,0,0.1636,0,0.0097,0,0,0,0.2251,0.1591,0,0.111,0,0.5535,0.0718,0.049,0.0644,0,0,0,0.0524,0.0562,0,0,0.2703,0,0,0,0,0,0.1968,0,0,0,0,0,0.0437,0.1042,0,0,0,0,0,0,0,0.172,0,0.0598,0,0.0441,0,0,0,0.0304,0,0.057,1.0068,0.1794,0,0.0232,0,0,0,0,0.1561,0
Pectate trisaccharide-lyase,0.476,0.0685,0.5097,0.2008,0.1342,0.455,0.0347,0.0643,0,0,0,0.0837,0.0895,1.8877,0,0,1.2608,1.8458,0.7838,0.4088,1.5249,0.112,0,0.092,1.1226,0,0,0.305,0.3211,0.0741,0.3981,0,0.0372,0,0,0,0,0.0954,0.1411,0,0.0683,0,0.9745,0.0368,0.3478,0.143,0,0.3409,0.4433,0.3819,0.2122,0,0,0.0425,0.2444,0,0,1.6851,1.0322,0.0346,1.0989,0.1237,0,1.5055,0.1651,0,0.2595,0.8665,0,0.2211,0,0,0,0.5374,0.1816,0.1169,0.2361,0.5353,0.0935,0,0.4788,0.1425,0,0.4829,0.3241,0,0,0.0349,0,0,0.0157,0.2296,0.3573,0,0,0.3925,0.7943,0,0.1403,0,0,0,0,0.0521,0.4763,0.0354,0.7297,0.1928,0,0,0.1792,0.1588,0.2037,0,0,0.093,0.1303,0.9782,0,0,0.0519,0,0,0.1287,0.1698,0.2329,0.0212,0.4579,1.3818,0,0.0751,0.119,0.3269,0,1.1858,0.7426,1.309,0.0928
dTDP-4-dehydro-6-deoxyglucose reductase,0.5529,0,0.4255,0,0.0569,0,0,0,0,0,0,0,0.125,0.4671,0,0,0.9427,2.0101,0.6062,0.2817,1.582,0,0,0.0332,0.9901,0,0.134,0,0.1019,0,0.3148,0.1008,0.0867,0,0,0,0.0382,0,0.08,0,0,0,0.102,0.2226,0.3729,0,0,0.2573,0.196,0.2802,0.0488,0,0,0.0278,0,0,0,1.3685,0.3894,0,0.7026,0.1337,0,0,0.0719,0.0845,0.5214,0.7625,0,0,0.0829,0,0.0502,0,0.1294,0.0138,0.1023,0.1705,0,0,0.2257,0.049,0,0.1661,0.2182,0.1088,0,0.0489,0.0594,0,0.1244,0.1546,0.0739,0,0,0.4058,0.7938,0,0.1407,0,0,0,0,0,0.1547,0,0.4036,0.2061,0,0,0.3209,0.0651,0.1392,0,0.3927,0,0,0.8266,0,0,0,0,0,0,0,0.0663,0.0832,0.1432,1.0578,0,0.0588,0.1063,0.0592,0,0,0.0628,1.3091,0
Aminopeptidase S,0.7069,0.3411,0.5081,0.0164,0.4373,0.0399,0,0,0.4383,0,0.1442,0.1005,0.3994,0.673,0,1.7483,1.4014,2.5079,0.8489,0.3531,2.0237,0.0329,0,0.1072,1.2008,0,0.913,0,0,0.0344,0.4534,0.0232,0,0,0,0,0.094,0,0,0.0296,0,0.0979,0.1288,0,0.3252,0.004,0,0.3721,0.5993,0.4007,0.0266,0.0839,0,0.0542,0.2763,0,0,1.6582,0.5226,0,1.0884,0.2013,0.3033,0.1153,0,0,0.1715,1.1543,0.0218,0,0,0,0,0.0637,0,0.0997,0.1467,0.4699,0,0,0.3261,0,0.0055,0.1948,0.641,0,0,0,0.0094,0,0,0.1665,0.081,0,0,0.5675,1.0274,0.0267,0.1697,0,0,0,0.1313,0,0.2279,0,0.6174,0.2556,0,0,0.2646,0.1249,0,0.0013,0,0,0.0083,1.3182,0,0,0,0,0.0589,0,0.0205,0.0275,0,0.3842,2.6703,0.0163,0.0858,0.1344,0,0,0.1725,0.1849,1.2806,0
Transferred entry 7.2.2.15,0.6102,0.1502,0.6258,0,0.0647,0,0,0,0,0,0.0555,0.0272,0.0487,1.0583,5e-4,0.1012,1.1916,2.8954,0.8892,0.1493,1.3924,0.0214,0,0.0852,1.1035,0,0,0,0,0,0.3581,0,0.6848,0,0,0,0.0524,0.0335,0.0645,0,0,0.0859,0.0667,0,0.3338,0,0,0.4844,0.3174,0.3671,0,0,0,0.1123,0.2456,0.0081,0,1.8194,0.4729,0,0.8415,0.1202,0,0,0,0,0.018,0.887,0,0,0,0.0433,0,0,0,0.0064,0.1797,0.5399,0,0,0.3327,0,0,0.1724,0.4489,0,0,0,0,0,0,0.0825,0.0894,0.187,0,0.5524,0.9407,0.0356,0.1827,0,0,0,0,0,0.1955,0,0.4167,0.2207,0,0,0.3976,0,0,0,0,0,0,1.3192,0,0,0,0,0.0062,0.0408,0,0,0,0.2866,1.909,0,0.0432,0.1503,0,0,0,0.0758,0.9358,0
Oligosaccharide reducing-end xylanase,2.1146,0.7782,1.0668,1.6646,0.3581,0.025,1.2066,1.9763,0,1.0949,2.6151,1.52,0.7237,0.8998,0.0191,2.865,2.8081,2.0454,0.9845,1.3552,0.9478,1.2493,0.1683,1.9507,0.8774,0.7332,1.3161,3.0634,1.0206,1.3533,0.5686,1.4246,0.3567,0.7557,0.2014,0.0893,0.2181,0.9957,0.5477,2.5386,1.1754,2.8959,0.7565,1.2318,1.2378,1.1931,3.7816,2.4055,0.5316,1.9331,3.6408,2.5412,0.35,0.0178,1.0053,0.5671,2.7559,0.2084,1.9343,0.3699,0.3162,0.6821,0.1672,3.3235,0.2385,3.0884,0.7468,1.0336,2.3416,2.7362,1.6152,1.2648,0.3681,9.4052,0.2989,0.8797,1.5639,0.2413,1.1964,0.3604,2.8222,0.5318,2.4021,4.2097,0.1889,0.7589,0.3422,0.7442,0.5528,0.4401,5.112,4.9937,1.735,0.2678,4.1797,1.2571,0.0605,20.4407,2.2622,0.0762,0.8126,0.6354,0.2026,2.6143,0.0823,2.1713,0.7872,2.0752,0.612,0.8476,0.2433,2.4789,0.8411,0,3.3453,3.5413,5.5647,0.2501,2.9554,1.9706,0.6885,2.3103,3.3902,3.9548,2.2245,0.8612,0.4472,0,0.8596,0,0.9853,0.3549,0.3679,6.2665,3.4592,2.1562,2.2234,3.6904
